feature,SHAP_Importance
TT_21206,2.941144119131222
PT_29008,0.28809628272431254
PT_24001,0.27280351872750674
FT_28010,0.1990897120778899
FT_28003,0.12559709207602915
TT_27040,0.12016958038875042
TT_31452,0.11075728466272354
TT_21210,0.10828745993137359
PT_21200,0.09692307699101313
PDT_27040,0.09578872446809497
PT_21010,0.0938129893354009
PT_31602,0.058202847033909454
TT_31601,0.05561346102714542
PT_24099,0.05440103269747323
FT_27000,0.05331406573874618
FT_28012,0.05300213032756528
PT_24003,0.05121186689036233
PDT_21012,0.05021682257822578
VMT_24000,0.047776163237776066
TT_31602,0.04654691909108845
FT_28011,0.04513586329426086
PT_21004,0.04265039098160604
TT_31401,0.0367258350167956
M_24000,0.029583686113016927
PDT_27030,0.026963291852814847
PDT_27000,0.022155475012574907
VMT_21201,0.02166941519192284
TT_33602,0.017116085952350094
VMT_21200,0.014306350889546527
TT_33601,0.013903353439058568
PT_24000,0.010393579364163526
TT_24006,0.009032676581995844
VMT_24001,0.008517507625307381
PT_31490,0.00424344544546943
TT_24000,0.0
TT_34103,0.0
PT_29005,0.0
TT_21208,0.0
TT_31491,0.0
TT_24010,0.0
TT_33103,0.0
TT_24002,0.0
TT_24008,0.0
TT_21200,0.0
TT_27030,0.0
TT_21204,0.0
TT_27020,0.0
TT_21000,0.0
TT_21202,0.0
TT_24004,0.0
