feature,SHAP_Importance
TT_21206,2.1589301831266723
PT_29008,0.2727789873974502
FT_28012,0.17516350804451314
PDT_21012,0.15336626622022265
PDT_27030,0.14769747019723858
VMT_21201,0.1459648562027409
FT_28010,0.13401366677521054
TT_21210,0.10728259276953389
PDT_27000,0.1065690572833084
VMT_21200,0.10505728935075115
PDT_27040,0.09992347337429006
TT_31401,0.09591306037418544
FT_27000,0.08522136245767982
PT_21200,0.08412844615076799
TT_31452,0.07291942726118487
TT_31601,0.06909597354103943
PT_24099,0.057242491720701935
FT_28011,0.057204665816168204
TT_27040,0.05523608457018754
PT_24000,0.054830653788657646
VMT_24000,0.05252680716655617
VMT_24001,0.05082624986000093
M_24000,0.048058884669113906
PT_24001,0.04399198940962287
FT_28003,0.043546630464834896
TT_31602,0.03976518751062717
PT_31602,0.0358185466401439
TT_24006,0.030092308287192157
TT_33601,0.029639596440741545
TT_33602,0.017024652027006114
PT_21004,0.012074913193607446
PT_31490,0.0061029126012724436
PT_21010,0.00474751993353877
PT_24003,0.00376087361931801
TT_33103,0.0
TT_21208,0.0
TT_34103,0.0
TT_24008,0.0
PT_29005,0.0
TT_24002,0.0
TT_27030,0.0
TT_24000,0.0
TT_21202,0.0
TT_21200,0.0
TT_21204,0.0
TT_27020,0.0
TT_31491,0.0
TT_24004,0.0
TT_24010,0.0
TT_21000,0.0
