feature,SHAP_Importance
TT_21206,2.6793411768988777
FT_28012,0.1581596029504083
PDT_27040,0.15683030754139365
FT_28010,0.15132464283828498
TT_21210,0.13819355867669372
TT_33601,0.1365293626472741
FT_27000,0.12386910129170317
PT_29008,0.1137726204634817
VMT_24000,0.09843599899992218
TT_24006,0.09832320176459862
VMT_24001,0.08750332832403084
PDT_21012,0.0825529133670245
PT_24003,0.08099519476853313
M_24000,0.07755692455298266
FT_28003,0.07347460219690573
TT_31401,0.06729155902514627
VMT_21200,0.041753738798650734
PT_21200,0.0414403515462271
PT_21004,0.03675421370829981
PDT_27030,0.036610495263477795
PDT_27000,0.03229715219139388
TT_31602,0.030921304769284508
PT_24001,0.023123697466820997
TT_31601,0.022665156822913746
PT_31602,0.022014734624392743
TT_33602,0.020611007747479877
PT_24099,0.018724771554013742
FT_28011,0.0163364721870968
PT_21010,0.01223370973198144
VMT_21201,0.011343886255864044
PT_31490,0.010545298744652943
PT_24000,0.007507201057216146
TT_27040,0.005673678437471392
TT_31452,0.003609687835619397
PT_29005,0.0
TT_21208,0.0
TT_33103,0.0
TT_34103,0.0
TT_24008,0.0
TT_31491,0.0
TT_27030,0.0
TT_24000,0.0
TT_24002,0.0
TT_21000,0.0
TT_21202,0.0
TT_21200,0.0
TT_24010,0.0
TT_21204,0.0
TT_24004,0.0
TT_27020,0.0
